group_id,group_size,splits_source,num_unique_transcriptions,transcriptions,sample_ids,source_ids
8303,3,train_source,1,методы,cyr_word_008304 | cyr_word_008734 | cyr_word_017653,ahh208.png | ahh3081.png | aw1221.png
8309,2,train_source,1,экономич,cyr_word_008310 | cyr_word_008735,ahh209.png | ahh3082.png
8320,3,train_source,1,ские,cyr_word_008321 | cyr_word_008736 | cyr_word_017654,ahh211.png | ahh3084.png | aw1224.png
8324,3,train_source,1,наблюдение,cyr_word_008325 | cyr_word_008737 | cyr_word_017655,ahh212.png | ahh3085.png | aw1225.png
8333,3,train_source,1,налог,cyr_word_008334 | cyr_word_008738 | cyr_word_017656,ahh214.png | ahh3087.png | aw1227.png
8337,3,train_source,1,частичное,cyr_word_008338 | cyr_word_008739 | cyr_word_017657,ahh215.png | ahh3088.png | aw1228.png
8339,3,train_source,1,изъятие,cyr_word_008340 | cyr_word_008740 | cyr_word_017658,ahh216.png | ahh3089.png | aw1229.png
8341,2,train_source,1,кых,cyr_word_008342 | cyr_word_008742,ahh217.png | ahh3090.png
8350,3,train_source,1,польз,cyr_word_008351 | cyr_word_008743 | cyr_word_017659,ahh219.png | ahh3092.png | aw1232.png
8356,3,train_source,1,гос-,cyr_word_008357 | cyr_word_008744 | cyr_word_017660,ahh220.png | ahh3093.png | aw1233.png
8364,3,train_source,1,эксперимент,cyr_word_008365 | cyr_word_008745 | cyr_word_017661,ahh222.png | ahh3095.png | aw1235.png
8367,3,train_source,1,моделирование,cyr_word_008368 | cyr_word_008747 | cyr_word_017662,ahh226.png | ahh3099.png | aw1239.png
8368,2,train_source,1,позднего,cyr_word_008369 | cyr_word_009229,ahh2319.png | ahh3951.png
8369,3,train_source,1,империческая,cyr_word_008370 | cyr_word_008751 | cyr_word_017664,ahh232.png | ahh3105.png | aw1245.png
8371,2,train_source,1,составляют,cyr_word_008372 | cyr_word_009231,ahh2323.png | ahh3955.png
8372,2,train_source,1,при выходе,cyr_phrase_008373 | cyr_phrase_009234,ahh2329.png | ahh3961.png
8373,2,train_source,1,мир,cyr_word_008374 | cyr_word_009235,ahh2331.png | ahh3963.png
8374,2,train_source,1,рынок,cyr_word_008375 | cyr_word_009236,ahh2332.png | ahh3964.png
8376,2,train_source,1,продукты,cyr_word_008377 | cyr_word_009238,ahh2336.png | ahh3968.png
8378,2,train_source,1,ая,cyr_word_008379 | cyr_word_009240,ahh2340.png | ahh3972.png
8379,2,train_source,1,чем,cyr_word_008380 | cyr_word_009242,ahh2342.png | ahh3974.png
8380,2,train_source,1,пища,cyr_word_008381 | cyr_word_009243,ahh2343.png | ahh3975.png
8381,2,train_source,1,цена,cyr_word_008382 | cyr_word_009245,ahh2345.png | ahh3977.png
8382,2,train_source,1,цена,cyr_word_008383 | cyr_word_009246,ahh2346.png | ahh3978.png
8384,2,train_source,1,одно другое,cyr_phrase_008385 | cyr_phrase_009248,ahh2349.png | ahh3981.png
8385,2,train_source,1,привлечь,cyr_word_008386 | cyr_word_009249,ahh2350.png | ahh3982.png
8387,2,train_source,1,можно,cyr_word_008388 | cyr_word_009250,ahh2355.png | ahh3987.png
8388,2,train_source,1,дает,cyr_word_008389 | cyr_word_009252,ahh2359.png | ahh3991.png
8389,3,train_source,1,деление,cyr_word_008390 | cyr_word_008753 | cyr_word_017667,ahh236.png | ahh3109.png | aw1249.png
8390,2,train_source,1,только,cyr_word_008391 | cyr_word_009253,ahh2360.png | ahh3992.png
8391,2,train_source,1,демпинговая,cyr_word_008392 | cyr_word_009254,ahh2362.png | ahh3994.png
8392,2,train_source,1,политика,cyr_word_008393 | cyr_word_009255,ahh2363.png | ahh3995.png
8393,2,train_source,1,поличика,cyr_word_008394 | cyr_word_009256,ahh2365.png | ahh3997.png
8394,2,train_source,1,источники,cyr_word_008395 | cyr_word_009257,ahh2367.png | ahh3999.png
8395,2,train_source,1,физиокра,cyr_word_008396 | cyr_word_009260,ahh2368.png | ahh4000.png
8396,2,train_source,1,сельх,cyr_word_008397 | cyr_word_009262,ahh2373.png | ahh4005.png
8397,2,train_source,1,бога,cyr_word_008398 | cyr_word_009263,ahh2374.png | ahh4006.png
8398,2,train_source,1,поддержание,cyr_word_008399 | cyr_word_009264,ahh2375.png | ahh4007.png
8399,2,train_source,1,баланса,cyr_word_008400 | cyr_word_009265,ahh2377.png | ahh4009.png
8401,2,train_source,1,быть,cyr_word_008402 | cyr_word_009267,ahh2380.png | ahh4012.png
8403,2,train_source,1,импорт,cyr_word_008404 | cyr_word_009269,ahh2383.png | ahh4015.png
8404,2,train_source,1,бесплодная,cyr_word_008405 | cyr_word_009271,ahh2385.png | ahh4017.png
8405,2,train_source,1,акчив,cyr_word_008406 | cyr_word_009272,ahh2387.png | ahh4019.png
8406,2,train_source,1,классическом,cyr_word_008407 | cyr_word_009274,ahh2389.png | ahh4021.png
8407,2,train_source,1,кость,cyr_word_008408 | cyr_word_017669,ahh239.png | aw1252.png
8408,2,train_source,1,рыночном,cyr_word_008409 | cyr_word_009275,ahh2390.png | ahh4022.png
8409,2,train_source,1,произве,cyr_word_008410 | cyr_word_009276,ahh2392.png | ahh4024.png
8411,2,train_source,1,богатство,cyr_word_008412 | cyr_word_009277,ahh2394.png | ahh4026.png
8412,2,train_source,1,деньги,cyr_word_008413 | cyr_word_009278,ahh2395.png | ahh4027.png
8413,2,train_source,1,внутри,cyr_word_008414 | cyr_word_009279,ahh2397.png | ahh4029.png
8414,2,train_source,1,общества,cyr_word_008415 | cyr_word_009281,ahh2401.png | ahh4033.png
8415,2,train_source,1,произвед,cyr_word_008416 | cyr_word_009282,ahh2403.png | ahh4035.png
8416,2,train_source,1,сфера,cyr_word_008417 | cyr_word_009284,ahh2405.png | ahh4037.png
8418,3,train_source,1,сикте,cyr_word_008419 | cyr_word_008756 | cyr_word_017672,ahh243.png | ahh3116.png | aw1256.png
8420,3,train_source,1,подход,cyr_word_008421 | cyr_word_008759 | cyr_word_017676,ahh251.png | ahh3124.png | aw1264.png
8427,3,train_source,1,ученые,cyr_word_008428 | cyr_word_008760 | cyr_word_017677,ahh252.png | ahh3125.png | aw1265.png
8432,2,train_source,1,делают,cyr_word_008433 | cyr_word_017678,ahh253.png | aw1266.png
8440,2,train_source,1,этом,cyr_word_008441 | cyr_word_008761,ahh255.png | ahh3128.png
8444,3,train_source,1,индукция,cyr_word_008445 | cyr_word_008762 | cyr_word_017679,ahh256.png | ahh3129.png | aw1269.png
8449,3,train_source,1,дедукции,cyr_word_008450 | cyr_word_008764 | cyr_word_017680,ahh257.png | ahh3130.png | aw1270.png
8454,3,train_source,1,выводы,cyr_word_008455 | cyr_word_008765 | cyr_word_017681,ahh258.png | ahh3131.png | aw1271.png
8461,2,train_source,1,строятся,cyr_word_008462 | cyr_word_008766,ahh259.png | ahh3132.png
8469,2,train_source,1,эконом,cyr_word_008470 | cyr_word_008767,ahh260.png | ahh3133.png
8474,3,train_source,1,исто,cyr_word_008475 | cyr_word_008768 | cyr_word_017682,ahh261.png | ahh3134.png | aw1274.png
8476,3,train_source,1,ским,cyr_word_008477 | cyr_word_008769 | cyr_word_017683,ahh262.png | ahh3135.png | aw1275.png
8484,3,train_source,1,логический,cyr_word_008485 | cyr_word_008770 | cyr_word_017684,ahh264.png | ahh3137.png | aw1277.png
