sample_id,dataset,level,issue_type,severity,message,image_path,transcription,suggested_action
cyr_word_008782,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008782_ahh3156.png,отвлеченые,manual_review
cyr_word_008784,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008784_ahh3158.png,т.е,manual_review
cyr_word_008787,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008787_ahh3160.png,или,manual_review
cyr_word_008789,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008789_ahh3162.png,цена,manual_review
cyr_word_008791,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008791_ahh3165.png,Петровские,manual_review
cyr_word_008792,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008792_ahh3166.png,времена,manual_review
cyr_word_008793,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008793_ahh3167.png,фактов,manual_review
cyr_word_008794,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008794_ahh3169.png,средств,manual_review
cyr_word_008796,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008796_ahh3173.png,уровне,manual_review
cyr_word_008797,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008797_ahh3175.png,рова,manual_review
cyr_word_008829,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008829_ahh3224.png,решения,manual_review
cyr_word_008830,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008830_ahh3228.png,Что,manual_review
cyr_word_008832,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008832_ahh3232.png,какие,manual_review
cyr_word_008833,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008833_ahh3233.png,именно,manual_review
cyr_word_008834,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008834_ahh3234.png,блага,manual_review
cyr_word_008835,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008835_ahh3236.png,испо,manual_review
cyr_word_008836,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008836_ahh3237.png,кач,manual_review
cyr_word_008838,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008838_ahh3241.png,какого,manual_review
cyr_word_008839,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008839_ahh3242.png,природны,manual_review
cyr_word_008840,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008840_ahh3244.png,вом,manual_review
cyr_word_008841,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008841_ahh3246.png,быть,manual_review
cyr_word_008842,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008842_ahh3247.png,производить,manual_review
cyr_word_008843,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008843_ahh3249.png,Потребности,manual_review
cyr_word_008845,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008845_ahh3250.png,(Голосование,manual_review
cyr_word_008846,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008846_ahh3251.png,путем,manual_review
cyr_word_008847,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008847_ahh3252.png,общества,manual_review
cyr_word_008848,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008848_ahh3253.png,финансовые,manual_review
cyr_word_008849,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008849_ahh3254.png,(безграничны),manual_review
cyr_word_008850,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008850_ahh3255.png,ресурсы,manual_review
cyr_word_008851,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008851_ahh3256.png,Как,manual_review
cyr_word_008852,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008852_ahh3257.png,производить,manual_review
cyr_word_008854,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008854_ahh3259.png,решения,manual_review
cyr_word_008856,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008856_ahh3262.png,проблема,manual_review
cyr_word_008858,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008858_ahh3264.png,помощью,manual_review
cyr_word_008861,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008861_ahh3267.png,Что,manual_review
cyr_word_008862,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008862_ahh3268.png,производиться,manual_review
cyr_word_008863,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008863_ahh3269.png,товары,manual_review
cyr_word_008865,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008865_ahh3270.png,Как,manual_review
cyr_word_008866,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008866_ahh3271.png,будут,manual_review
cyr_word_008867,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008867_ahh3272.png,кого,manual_review
cyr_word_008868,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008868_ahh3274.png,технологии,manual_review
cyr_word_008869,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008869_ahh3275.png,Сколь,manual_review
cyr_word_008870,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008870_ahh3277.png,какои,manual_review
cyr_word_008871,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008871_ahh3279.png,возмож,manual_review
cyr_word_008873,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008873_ahh3280.png,цене,manual_review
cyr_phrase_008874,cyrillic_handwriting,phrase,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008874_ahh3282.png,во товаров,manual_review
cyr_phrase_008875,cyrillic_handwriting,phrase,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008875_ahh3283.png,и услуг,manual_review
cyr_word_008876,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008876_ahh3284.png,которые,manual_review
cyr_word_008877,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008877_ahh3285.png,Экономическая,manual_review
cyr_word_008878,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008878_ahh3286.png,парадигма,manual_review
cyr_word_008879,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008879_ahh3287.png,может,manual_review
cyr_word_008880,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008880_ahh3288.png,быть,manual_review
cyr_word_008882,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008882_ahh3291.png,что-то,manual_review
cyr_word_008883,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008883_ahh3292.png,новое,manual_review
cyr_word_008884,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008884_ahh3293.png,кия,manual_review
cyr_word_008886,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008886_ahh3296.png,определ,manual_review
cyr_word_008887,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008887_ahh3297.png,при,manual_review
cyr_phrase_008888,cyrillic_handwriting,phrase,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008888_ahh3298.png,данных ресурсах,manual_review
cyr_phrase_008890,cyrillic_handwriting,phrase,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008890_ahh3300.png,и технологий,manual_review
cyr_word_008891,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008891_ahh3302.png,экономически,manual_review
cyr_word_008892,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008892_ahh3306.png,технологии,manual_review
cyr_word_008893,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008893_ahh3308.png,рудовые,manual_review
cyr_word_008894,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008894_ahh3313.png,обществу,manual_review
cyr_word_008895,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_008895_ahh3316.png,Альтора,manual_review
cyr_word_009154,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009154_ahh3841.png,товар,manual_review
cyr_word_009155,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009155_ahh3842.png,История,manual_review
cyr_word_009156,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009156_ahh3844.png,эконом,manual_review
cyr_word_009157,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009157_ahh3845.png,теории,manual_review
cyr_word_009158,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009158_ahh3846.png,Деньги,manual_review
cyr_phrase_009159,cyrillic_handwriting,phrase,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009159_ahh3847.png,Этапы развития,manual_review
cyr_word_009160,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009160_ahh3848.png,эконом,manual_review
cyr_word_009161,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009161_ahh3849.png,теории:,manual_review
cyr_word_009163,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009163_ahh3850.png,объекта,manual_review
cyr_word_009164,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009164_ahh3851.png,Анализ,manual_review
cyr_word_009165,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009165_ahh3852.png,Синтез,manual_review
cyr_word_009166,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009166_ahh3853.png,изучение,manual_review
cyr_word_009167,cyrillic_handwriting,word,duplicate_exact,warning,duplicate_exact,data/processed/cyrillic_handwriting/images/cyr_009167_ahh3854.png,целом,manual_review
